Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
03/11/2022,647.25,656.25,642,655.25,3.5,+0.54%,223978,1501742
03/10/2022,635,653.5,627.5,651.75,15,+2.36%,310008,1494952
03/09/2022,643.25,648,631,636.75,-7,-1.09%,282098,1481664
03/08/2022,641.75,654.75,633,643.75,1,+0.16%,361792,1487815
03/07/2022,639.75,650,631.25,642.75,13.25,+2.10%,351204,1482292
03/04/2022,615,647,611,629.5,17.5,+2.86%,611026,1484224
03/03/2022,611.25,624.75,605,612,2.75,+0.45%,505405,1494385
03/02/2022,627.25,631.75,604.5,609.25,-15.5,-2.48%,557133,1489784
03/01/2022,605.5,630,604.25,624.75,17.5,+2.88%,454850,1484670
02/28/2022,602.75,613.25,585.5,607.25,27.5,+4.74%,410107,1467483
02/25/2022,605,612,577.25,579.75,-25,-4.13%,568730,1469111
02/24/2022,611,646.25,597.25,604.75,-6.5,-1.06%,904744,1526319
02/23/2022,604.5,612,601.25,611.25,5.5,+0.91%,499720,1552036
02/22/2022,599,606.25,597.5,605.75,8,+1.34%,511548,1563758
02/18/2022,595,599.5,593.5,597.75,1.25,+0.21%,378978,1582773
02/17/2022,592,596.75,590.25,596.5,2.75,+0.46%,298735,1609481
02/16/2022,589,594.5,585.75,593.75,4,+0.68%,296571,1611789
02/15/2022,597.25,597.25,586.75,589.75,-8.5,-1.42%,402506,1607591
02/14/2022,593.25,598.75,587.25,598.25,3.5,+0.59%,343050,1612306
02/11/2022,583,597,581,594.75,10,+1.71%,538380,1619478
02/10/2022,587.75,598.5,582,584.75,-3.75,-0.64%,765556,1602289
02/09/2022,581.5,588.75,580.25,588.5,6.5,+1.12%,699666,1572969
02/08/2022,580.75,582,576.75,582,1,+0.17%,421142,1575318
02/07/2022,578,582,577.25,581,7.25,+1.26%,475164,1567130
02/04/2022,568.75,574.25,566.75,573.75,5.5,+0.97%,372981,1562919
02/03/2022,572,574,565,568.25,-4.75,-0.83%,449535,1552867
02/02/2022,577,580.25,569.25,573,-4.75,-0.82%,536341,1560323
02/01/2022,574,579.75,571.75,577.75,4.25,+0.74%,382022,1568959
01/31/2022,568.75,577,568,573.5,4,+0.70%,478776,1556572
01/28/2022,565.25,571.25,564.5,569.5,2.75,+0.49%,366744,1548153
01/27/2022,571.75,574,565,566.75,-6,-1.05%,287233,1537849
01/26/2022,568,573.5,565.5,572.75,3,+0.53%,329840,1534514
01/25/2022,565,572,564,569.75,2.25,+0.40%,548720,1539124
01/24/2022,564.25,567.75,557.25,567.5,2.25,+0.40%,344136,1517771
01/21/2022,560,565.75,557.25,565.25,3,+0.53%,328680,1522909
01/20/2022,564,566.25,560.25,562.25,-2.5,-0.44%,228653,1509907
01/19/2022,556.75,565.75,556.75,564.75,7,+1.26%,333557,1502234
01/18/2022,555.5,559.25,554.75,557.75,-0.5,-0.09%,250735,1487858
01/14/2022,557.25,561,556,558.25,0.5,+0.09%,250690,1500366
01/13/2022,558.5,562.5,552.75,557.75,-0.5,-0.09%,365546,1503727
01/12/2022,556,559.5,549,558.25,0.75,+0.13%,341848,1513444
01/11/2022,557,558.75,555.25,557.5,0.5,+0.09%,244376,1504234
01/10/2022,555,558.75,551.25,557,-0.75,-0.13%,255074,1506924
01/07/2022,554,558,550.25,557.75,3.5,+0.63%,265104,1511052
01/06/2022,553.5,554.75,548.5,554.25,-0.5,-0.09%,266370,1511134
01/05/2022,554.5,555.5,551.5,554.75,-1,-0.18%,259120,1510889
01/04/2022,548,556.25,548,555.75,8.25,+1.51%,356982,1520233
01/03/2022,548.25,552.5,542.5,547.5,1.5,+0.27%,237910,1507910
12/31/2021,545.25,549.25,545,546,0.25,+0.05%,117752,1512771
12/30/2021,552.25,552.75,543.75,545.75,-7.25,-1.31%,201746,1515460
12/29/2021,548,554.25,544.5,553,4.25,+0.77%,198709,1521245
12/28/2021,555.75,557,547.25,548.75,-8.25,-1.48%,217856,1522692
12/27/2021,555,559.25,553.75,557,3.5,+0.63%,206374,1528315
12/23/2021,550.5,554.5,549.75,553.5,2,+0.36%,179937,1510530
12/22/2021,549.75,555.25,549,551.5,1.5,+0.27%,255588,1498890
12/21/2021,544.75,550.75,544,550,5.25,+0.96%,188815,1485412
12/20/2021,546.25,546.75,541.5,544.75,-1.75,-0.32%,173193,1480406
12/17/2021,546.5,550.75,545,546.5,-0.75,-0.14%,204797,1477731
12/16/2021,544,547.5,542.5,547.25,3.5,+0.64%,162527,1470444
12/15/2021,545.75,548.25,539.25,543.75,-2,-0.37%,232743,1465220
12/14/2021,542.5,548.5,540,545.75,3.25,+0.60%,182946,1459239
12/13/2021,550,550.5,540.5,542.5,-8.5,-1.54%,183735,1454489
12/10/2021,551.5,552.75,548.25,551,-1.25,-0.23%,140707,1452730
12/09/2021,553.25,555.25,546,552.25,-2.5,-0.45%,264064,1449270
12/08/2021,553.75,555,551.75,554.75,-0.25,-0.05%,175951,1439067
12/07/2021,553.25,557,550.75,555,2.5,+0.45%,208866,1430401
12/06/2021,552,552.75,545.75,552.5,0.25,+0.05%,172298,1422558
12/03/2021,548.5,554,546.75,552.25,3.25,+0.59%,246321,1417076
12/02/2021,547.75,554,546.5,549,0.5,+0.09%,300642,1410295
12/01/2021,546,551.5,544.75,548.5,2,+0.37%,256884,1404188
11/30/2021,556.5,557.25,541,546.5,-9.75,-1.75%,424900,1405105
11/29/2021,561.75,563,552,556.25,-6.25,-1.11%,488124,1439654
11/26/2021,551,563.25,546,562.5,4.25,+0.76%,429116,1503797
11/24/2021,559.5,565,557,558.25,-1.25,-0.22%,601436,1579456
11/23/2021,558.5,559.75,555,559.5,0.75,+0.13%,406826,1611856
11/22/2021,553,559,552,558.75,4.5,+0.81%,397433,1613862
11/19/2021,552.25,555,547.25,554.25,1,+0.18%,280783,1615140
11/18/2021,553,558.5,551.25,553.25,0.25,+0.05%,392431,1616147
11/17/2021,548.75,558,548,553,3.25,+0.59%,397072,1610509
11/16/2021,549.25,551.75,548.25,549.75,-1.5,-0.27%,313148,1598926
11/15/2021,547.25,552,544.25,551.25,2.75,+0.50%,270866,1584095
11/12/2021,546,552.5,542.75,548.5,2.25,+0.41%,335985,1591350
11/11/2021,548,553,544.5,546.25,-2.75,-0.50%,543119,1581360
11/10/2021,541.75,550.5,540.25,549,7.75,+1.43%,431424,1555672
11/09/2021,537.5,548.75,534.25,541.25,2.75,+0.51%,485845,1540731
11/08/2021,540.25,542,537.25,538.5,-2,-0.37%,342021,1549523
11/05/2021,546.25,547,539.75,540.5,-3,-0.55%,383645,1524713
11/04/2021,546,551.25,541,543.5,-2.75,-0.50%,274007,1527738
11/03/2021,550,551.25,545.5,546.25,-4.75,-0.86%,276217,1517759
11/02/2021,554.75,558,549,551,-4.25,-0.77%,325905,1506602
11/01/2021,549.75,556,546.75,555.25,5.25,+0.95%,362458,1494397
10/29/2021,548.25,551.5,544.25,550,1.5,+0.27%,250454,1477556
10/28/2021,546,553.25,544.5,548.5,1.75,+0.32%,300787,1467807
10/27/2021,535.25,547.75,532.5,546.75,10,+1.86%,415235,1455697
10/26/2021,533,540.75,531,536.75,3.5,+0.66%,249665,1438930
10/25/2021,531.75,534.75,529.5,533.25,0.25,+0.05%,180870,1432884
10/22/2021,529.25,533,528,533,3,+0.57%,193413,1430649
10/21/2021,534.5,534.5,528.5,530,-4.5,-0.84%,228816,1422196
10/20/2021,526,535,524.25,534.5,8.75,+1.66%,224380,1414496
10/19/2021,527,530,524.75,525.75,-2,-0.38%,215107,1404126
10/18/2021,522.25,528.5,519.5,527.75,4.75,+0.91%,192731,1402814
10/15/2021,515.25,524.75,514,523,6.75,+1.31%,213239,1399961
10/14/2021,514.75,519,513.25,516.25,1.5,+0.29%,256140,1403450
10/13/2021,521,523.25,508,514.75,-6.25,-1.20%,339022,1403156
10/12/2021,527,527,517,521,-6.25,-1.19%,304887,1400377
10/11/2021,524.75,528.5,524.75,527.25,1.5,+0.29%,176670,1393217
10/08/2021,526.5,529.5,524.5,525.75,-1.75,-0.33%,166530,1404471
10/07/2021,527.5,529,523,527.5,-0.5,-0.09%,177584,1400296
10/06/2021,529.75,534,527.5,528,-3.25,-0.61%,211962,1398478
10/05/2021,533.25,534,526.75,531.25,-3,-0.56%,213550,1397458
10/04/2021,531,538.75,529.5,534.25,2.75,+0.52%,218973,1405829
10/01/2021,522.5,532.5,520.25,531.5,8.75,+1.67%,231390,1399910
09/30/2021,519.25,525,513.25,522.75,2.75,+0.53%,342167,1398058
09/29/2021,515.75,522,515.5,520,4.75,+0.92%,178217,1393267
09/28/2021,517.5,521,514,515.25,-2.75,-0.53%,204636,1394022
09/27/2021,504,518.25,502.75,518,13.25,+2.63%,209390,1393216
09/24/2021,504.25,505.5,502.5,504.75,-0.75,-0.15%,130202,1387616
09/23/2021,500,506.75,499.5,505.5,4.5,+0.90%,134918,1382912
09/22/2021,496.25,501.25,496.25,501,4,+0.80%,174413,1382652
09/21/2021,502.75,502.75,496.25,497,-4.75,-0.95%,180531,1379770
09/20/2021,502.75,503.5,497.25,501.75,-1.25,-0.25%,207248,1381869
09/17/2021,504,504.75,500.75,503,-1,-0.20%,178787,1381617
09/16/2021,507.5,511.75,503.25,504,-3.5,-0.69%,189127,1377440
09/15/2021,502.75,508.5,500,507.5,5.5,+1.10%,261709,1383686
09/14/2021,498.5,502,497.5,502,3.5,+0.70%,193525,1380447
09/13/2021,500.5,503.25,497,498.5,-2.75,-0.55%,199316,1377952
09/10/2021,492.25,501.5,488.5,501.25,9,+1.83%,442656,1379603
09/09/2021,496.5,497.75,491.5,492.25,-5,-1.01%,314785,1384757
09/08/2021,497.75,502,496.75,497.25,0,0.00%,268262,1387038
09/07/2021,501.75,504,497,497.25,-4.25,-0.85%,265931,1381035
09/03/2021,500.75,506.75,500,501.5,-0.25,-0.05%,214996,1371094
09/02/2021,503.5,507.5,500.75,501.75,-2,-0.40%,267397,1371426
09/01/2021,507,508,501.25,503.75,-3.5,-0.69%,345043,1372901
08/31/2021,510,512,501.25,507.25,-3.5,-0.69%,350477,1374654
08/30/2021,514.5,519,504.75,510.75,-3.75,-0.73%,421380,1375946
08/27/2021,513.75,515.5,509.5,514.5,-0.5,-0.10%,302718,1393806
08/26/2021,520,521,513.25,515,-6.25,-1.20%,229002,1431308
08/25/2021,508,524,505.75,521.25,12.5,+2.46%,298704,1443949
08/24/2021,500,510,499.5,508.75,8.25,+1.65%,291421,1443764
08/23/2021,499.5,503.25,494.25,500.5,1.5,+0.30%,226533,1447677
08/20/2021,507.5,511.25,495.5,499,-9,-1.77%,322765,1451042
08/19/2021,515,515,505,508,-7.75,-1.50%,300791,1440637
08/18/2021,512.25,516.25,510.5,515.75,3,+0.59%,194252,1433552
08/17/2021,518.5,520,511,512.75,-4.75,-0.92%,222715,1435341
08/16/2021,517,521,512.25,517.5,0.75,+0.15%,216196,1439668
08/13/2021,520,524.5,514.75,516.75,-3.25,-0.63%,354537,1438087
08/12/2021,516.75,526.75,510.25,520,2.25,+0.43%,846931,1449115
08/11/2021,516.25,518.75,514.75,517.75,0.25,+0.05%,474768,1429087
08/10/2021,518,519.25,513.75,517.5,-2,-0.38%,378940,1424121
08/09/2021,516.5,519.75,513.25,519.5,2.5,+0.48%,382912,1430680
08/06/2021,507.5,518.75,505.25,517,9.75,+1.92%,396344,1442499
08/05/2021,505.5,509.75,504.25,507.25,1.25,+0.25%,315952,1465814
08/04/2021,505.25,509,499.25,506,0.75,+0.15%,264115,1465068
08/03/2021,504,509.25,497.75,505.25,0,0.00%,321591,1471063
08/02/2021,495,505.5,494,505.25,10.25,+2.07%,253868,1472636
07/30/2021,500,500.5,493.5,495,-6.25,-1.25%,202299,1475658
07/29/2021,495.75,501.75,494.5,501.25,4.75,+0.96%,212588,1474056
07/28/2021,497,500,493.75,496.5,1,+0.20%,184330,1470957
07/27/2021,499.75,503.75,494.25,495.5,-3,-0.60%,208094,1466666
07/26/2021,490.75,499,485,498.5,7.25,+1.48%,214440,1469430
07/23/2021,500,502,490.25,491.25,-9,-1.80%,247813,1473842
07/22/2021,500.75,503,491.75,500.25,-1.25,-0.25%,272880,1476047
07/21/2021,502,504.25,499.5,501.5,-0.25,-0.05%,256433,1478447
07/20/2021,495,504.25,493.5,501.75,6,+1.21%,265897,1478051
07/19/2021,503,503.25,490.5,495.75,-1.5,-0.30%,237599,1477602
07/16/2021,497,502.75,494,497.25,0.25,+0.05%,250529,1484626
07/15/2021,494,498.5,490.25,497,3,+0.61%,213279,1483632
07/14/2021,492,499.5,489.75,494,0.5,+0.10%,282181,1485291
07/13/2021,488,498,486.5,493.5,3.5,+0.71%,282344,1494978
07/12/2021,477,491,475.25,490,12,+2.51%,278209,1497699
07/09/2021,478,480.25,473.25,478,-3,-0.62%,298479,1500671
07/08/2021,486.25,491.25,477.25,481,-2.25,-0.47%,264873,1494355
07/07/2021,482.75,487.25,474.25,483.25,1.25,+0.26%,380108,1505220
07/06/2021,487.75,487.75,463.5,482,-21.25,-4.22%,251994,1512738
07/02/2021,505.25,509.5,499.25,503.25,-2,-0.40%,263776,1512011
07/01/2021,507,518,502,505.25,-1.75,-0.35%,423641,1504450
06/30/2021,484,515,473,507,20.5,+4.21%,569601,1495750
06/29/2021,488.75,495.75,483.75,486.5,-2.25,-0.46%,352637,1485202
06/28/2021,470.25,489.25,470,488.75,17,+3.60%,354929,1522357
06/25/2021,481,484.75,471.25,471.75,-11,-2.28%,405417,1552931
06/24/2021,484,485,470.25,482.75,-2,-0.41%,473565,1593011
06/23/2021,482.25,487,476,484.75,2.25,+0.47%,377513,1615030
06/22/2021,496,497,478.75,482.5,-11.25,-2.28%,400585,1632258
06/21/2021,476,496,469.25,493.75,5,+1.02%,360063,1675970
06/18/2021,472,500,471.75,488.75,14.75,+3.11%,502485,1694248
06/17/2021,500.5,502,472.5,474,-28.25,-5.62%,518133,1700036
06/16/2021,510.5,514.75,500.75,502.25,-7.5,-1.47%,420828,1721137
06/15/2021,515,516.5,500.5,509.75,-2.75,-0.54%,416026,1723608
06/14/2021,516.5,521.25,502,512.5,-13.75,-2.61%,425483,1748483
06/11/2021,526.5,529.25,515.5,526.25,-2.25,-0.43%,570215,1760502
06/10/2021,523,530,522.25,528.5,3.75,+0.71%,618633,1750127
06/09/2021,520.75,525,517.75,524.75,2.5,+0.48%,538288,1734315
06/08/2021,513.75,523,511.75,522.25,8.75,+1.70%,559000,1728203
06/07/2021,509,514.5,507,513.5,7,+1.38%,632450,1726096
06/04/2021,495,506.5,494.5,506.5,9.5,+1.91%,353056,1720385
06/03/2021,495.75,501.75,492.5,497,0,0.00%,399667,1721679
06/02/2021,497.75,503,491.75,497,-1.75,-0.35%,377372,1732085
06/01/2021,492.75,505.5,486,498.75,11.5,+2.36%,394665,1735715
05/28/2021,492.25,494.75,483.75,487.25,-6,-1.22%,303619,1730652
05/27/2021,473,497,472.75,493.25,20,+4.23%,367889,1731719
05/26/2021,469,473.75,463,473.25,2.75,+0.58%,382460,1728292
05/25/2021,478,480,468.25,470.5,-8.25,-1.72%,402484,1720733
05/24/2021,480,482.75,473.75,478.75,-5.25,-1.08%,208365,1717870
05/21/2021,487.25,487.75,480.25,484,-4,-0.82%,223642,1713842
05/20/2021,484,493.75,483.25,488,4,+0.83%,279511,1712219
05/19/2021,484,486,470,484,1,+0.21%,334119,1704897
05/18/2021,473.5,483.5,473.5,483,8.75,+1.85%,336324,1697454
05/17/2021,472.75,477.25,462.5,474.25,1,+0.21%,396922,1695805
05/14/2021,485.25,500.75,470.75,473.25,-16,-3.27%,583782,1700920
05/13/2021,509.5,509.5,473,489.25,-22.5,-4.40%,545277,1703869
05/12/2021,517.5,521,495,511.75,-9.25,-1.78%,458728,1713685
05/11/2021,515,522,510.5,521,5.25,+1.02%,355563,1717273
05/10/2021,520,523.5,508,515.75,-9,-1.72%,433609,1711426
05/07/2021,529,534.25,523.5,524.75,-3,-0.57%,510086,1716244
05/06/2021,518,530,516.75,527.75,8,+1.54%,515010,1699299
05/05/2021,511.75,520,511.25,519.75,7.5,+1.46%,440337,1676606
05/04/2021,497.25,514.25,496.75,512.25,14.75,+2.96%,397378,1670424
05/03/2021,494,500,494,497.5,2.75,+0.56%,438259,1669234
